"","Key","Value","freq"
"20476","of the man","who",12
"34499","of the many","reasons",9
"113347","of the map","fest",4
"135015","of the market","with",4
"132209","of the material","and",4
"4264","of the matter","is",30
"34755","of the meaning","of",9
"63295","of the media","and",6
"14006","of the members","of",15
"42704","of the men","who",7
"77999","of the mental","health",5
"132950","of the message","and",4
"85333","of the mid","s",5
"12505","of the middle","east",16
"54361","of the military","and",6
"29457","of the milky","way",9
"65471","of the million","in",6
"51432","of the millions","of",7
"76485","of the mind","and",5
"18405","of the ministry","of",13
"76098","of the mississippi","river",5
"144367","of the missouri","department",4
"51160","of the modern","world",7
"120673","of the moment","and",4
"26129","of the money","to",10
"21815","of the month","and",11
"68810","of the moon","and",6
"6040","of the more","than",25
"75095","of the morning","to",5
"812","of the most","important",74
"122502","of the mountains","of",4
"27568","of the movie","and",10
"75649","of the murder","of",5
"136744","of the museum","is",4
"93386","of the music","business",5
"49807","of the name","of",7
"96118","of the names","of",5
"6475","of the nation","s",24
"13256","of the nation's","most",15
"8908","of the national","association",20
"72029","of the natural","world",5
"16083","of the nature","of",14
"71063","of the nba","draft",5
"98171","of the nba's","best",4
"18527","of the ncaa","tournament",13
"28132","of the need","to",10
"52229","of the net","and",7
"960","of the new","york",68
"112764","of the news","of",4
"46078","of the next","generation",7
"13044","of the nfl","draft",16
"114394","of the nicest","people",4
"12772","of the night","and",16
"67355","of the nineteenth","century",6
"47106","of the north","and",7
"46299","of the northeast","ohio",7
"144828","of the not","so",4
"46449","of the novel","is",7
"129882","of the now","defunct",4
"9725","of the number","of",19
"11726","of the obama","administration",17
"127884","of the occupy","movement",4
"49928","of the ocean","and",7
"125760","of the of","the",4
"21207","of the office","of",12
"134690","of the officers","who",4
"91540","of the ohio","state",5
"140603","of the oil","in",4
"21985","of the old","testament",11
"80065","of the olive","oil",5
"67603","of the one","who",6
"27981","of the ones","i",10
"93639","of the ongoing","investigation",5
"59594","of the only","people",6
"74571","of the opening","of",5
"36244","of the opinion","that",8
"74327","of the opportunity","to",5
"25042","of the or","so",10
"79986","of the orange","county",5
"54813","of the order","of",6
"46776","of the oregon","state",7
"119338","of the organization","is",4
"41479","of the other","two",8
"33485","of the oven","and",9
"62401","of the owner","of",6
"139015","of the owners","of",4
"71490","of the oyster","creek",5
"52707","of the pacific","northwest",7
"139345","of the pack","in",4
"138163","of the page","and",4
"81655","of the pain","and",5
"33999","of the pan","and",9
"23542","of the park","and",11
"24300","of the parking","lot",11
"57520","of the party","and",6
"113271","of the passing","of",4
"10471","of the past","two",18
"96102","of the patient","protection",5
"83904","of the pay","scale",5
"97510","of the penn","state",4
"1126","of the people","who",63
"107132","of the people's","republic",4
"102090","of the percent","of",4
"70145","of the perks","of",5
"15167","of the person","who",14
"97215","of the photos","in",4
"136041","of the physical","world",4
"68333","of the picture","and",6
"70530","of the pie","and",5
"118358","of the pieces","of",4
"82728","of the pioneers","of",5
"97551","of the place","is",4
"26450","of the places","i",10
"94888","of the plain","dealer",5
"131899","of the plan","to",4
"121033","of the plane","and",4
"42200","of the planet","of",8
"78101","of the play","is",5
"53822","of the players","who",6
"68289","of the playoffs","for",6
"40697","of the police","department",8
"80505","of the political","spectrum",5
"35481","of the pool","and",8
"69635","of the poor","and",6
"48827","of the population","is",7
"24189","of the port","authority",11
"51318","of the portland","police",7
"50671","of the possibility","of",7
"5733","of the post","dispatch",26
"49716","of the potential","for",7
"20072","of the power","of",12
"36207","of the presence","of",8
"59507","of the president","and",6
"49525","of the presidential","race",7
"57645","of the press","and",6
"53722","of the previous","two",6
"92829","of the prime","minister",5
"140556","of the prius","hybrid",4
"53478","of the private","sector",7
"10690","of the problem","is",18
"38758","of the problems","with",8
"27784","of the proceeds","from",10
"16741","of the process","of",13
"140743","of the prodigal","son",4
"72145","of the product","and",5
"77938","of the products","that",5
"45656","of the program","is",7
"45478","of the project","is",7
"106073","of the property","at",4
"98118","of the prudential","center",4
"23136","of the public","and",11
"136043","of the publication","of",4
"114470","of the purchase","price",4
"90255","of the purpose","of",5
"122275","of the puzzle","that",4
"20812","of the quality","of",12
"121040","of the question","for",4
"99604","of the questions","i",4
"109150","of the qur","an",4
"72257","of the race","and",5
"80813","of the rain","and",5
"118425","of the rat","pack",4
"55865","of the reach","of",6
"32237","of the real","estate",9
"113754","of the realities","of",4
"64054","of the realm","of",6
"115116","of the rear","wing",4
"10098","of the reason","for",18
"3383","of the reasons","i",35
"63220","of the region","and",6
"3676","of the regular","season",33
"46686","of the relationship","between",7
"108601","of the release","of",4
"133172","of the remainder","of",4
"22231","of the republican","party",11
"1017","of the rest","of",66
"89346","of the restaurant","and",5
"142557","of the resurrection","of",4
"49653","of the rich","and",7
"65660","of the right","to",6
"75011","of the rights","of",5
"98797","of the rings","and",4
"45058","of the rising","sun",7
"20541","of the risk","of",12
"58306","of the river","and",6
"25420","of the road","to",10
"103224","of the rocky","horror",4
"56284","of the role","of",6
"95401","of the rolling","stones",5
"21018","of the roman","empire",12
"12595","of the room","and",16
"106785","of the rose","bowl",4
"111794","of the rules","of",4
"68977","of the ruling","class",6
"2853","of the s","and",38
"52168","of the safety","of",7
"3632","of the same","name",33
"5561","of the san","francisco",26
"4207","of the school","year",31
"115813","of the sci","fi",4
"103890","of the sea","and",4
"1048","of the season","and",65
"75317","of the seats","in",5
"5529","of the second","half",26
"73532","of the secondary","characters",5
"40627","of the secret","service",8
"58065","of the senate","and",6
"121502","of the sense","of",4
"57366","of the sensitivity","of",6
"15619","of the series","and",14
"104610","of the seventh","inning",4
"37568","of the shadow","of",8
"88633","of the shadows","of",5
"132511","of the ship","to",4
"78164","of the short","story",5
"138268","of the shortcomings","of",4
"136218","of the shots","you",4
"35711","of the show","and",8
"122244","of the shows","i",4
"141256","of the side","of",4
"64220","of the sierra","nevada",6
"93063","of the sinful","nature",5
"13768","of the situation","and",15
"18601","of the size","of",13
"144751","of the ski","area",4
"73396","of the sky","and",5
"79359","of the smoking","ban",5
"130586","of the snow","white",4
"4045","of the so","called",31
"82825","of the social","media",5
"91481","of the society","of",5
"130220","of the solar","system",4
"97458","of the son","and",4
"97615","of the song","was",4
"44088","of the songs","are",7
"46527","of the sort","that",7
"108810","of the sound","of",4
"137207","of the source","material",4
"68821","of the south","african",6
"14755","of the soviet","union",15
"15917","of the space","shuttle",14
"46534","of the spirit","of",7
"84886","of the spread","of",5
"61281","of the square","foot",6
"14267","of the st","century",15
"39572","of the stage","and",8
"83983","of the stairs","and",5
"74029","of the stanley","cup",5
"80523","of the star","ledger",5
"61273","of the stars","of",6
"43229","of the start","of",7
"58570","of the starting","lineup",6
"2763","of the state","s",39
"48125","of the state's","best",7
"29343","of the status","quo",9
"38553","of the stock","market",8
"105111","of the stolen","items",4
"119249","of the stone","age",4
"43435","of the store","and",7
"62793","of the stories","in",6
"8118","of the story","is",21
"110809","of the street","and",4
"35211","of the strike","zone",8
"71818","of the student","body",5
"44443","of the students","in",7
"35283","of the stuff","i",8
"26030","of the sun","and",10
"62756","of the super","bowl",6
"15726","of the supreme","court",14
"122272","of the symptoms","of",4
"93861","of the system","and",5
"113427","of the t","shirts",4
"27876","of the tampa","bay",10
"21824","of the task","force",11
"84222","of the tax","code",5
"54619","of the tea","party",6
"49613","of the team","s",7
"93770","of the teams","in",5
"122249","of the television","and",4
"734","of the th","century",78
"477","of the things","that",100
"15752","of the third","quarter",14
"45186","of the thousands","of",7
"100717","of the threat","of",4
"79403","of the three","major",5
"142130","of the timbers","army",4
"2056","of the time","i",46
"78458","of the times","i",5
"121840","of the titanic","and",4
"76192","of the title","of",5
"104789","of the toll","road",4
"24547","of the top","of",11
"50146","of the total","of",7
"103611","of the tower","of",4
"63906","of the town","s",6
"66669","of the township","s",6
"107387","of the trade","marks",4
"75394","of the tree","and",5
"86690","of the triple","crown",5
